check	issue	state	relevant	closureKind	disposition	cluster	matrixKey	owner	proofKind	exactTest	command	title	url	reason
[x]	482	CLOSED	yes	deferred-with-owner	defer	model-schema-transform	Document model, schema, transforms, joins, splits, mapping	Slate-v2 parser/schema priority API owner	parser/schema priority contract required		deferred: design or link Slate-v2 parse/schema priority API proof before claiming coverage	Node type order in schema has two different effects	https://github.com/ProseMirror/prosemirror/issues/482	Relevant parser/API design pressure, but no exact Slate-v2 parse-rule priority contract was found in this pass. Existing block/HTML paste tests do not prove caller-controlled schema parse priority.
[x]	483	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 raw keyboard-layout/input owner	raw OS/browser keyboard-layout proof required		deferred: requires raw international keyboard-layout proof using logical key behavior	International keyboard layout	https://github.com/ProseMirror/prosemirror/issues/483	Relevant native input invariant, but Playwright synthetic keys do not prove Hungarian/British physical-vs-logical key handling. Needs raw layout proof or a dedicated keyboard-layout oracle.
[x]	484	CLOSED	no	invalid-skip	skip	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	N/A	invalid-skip invalid Slate-v2 root document shape	.tmp/slate-v2/docs/concepts/11-normalizing.md:15 root contains block nodes; .tmp/slate-v2/packages/slate/test/normalization-contract.ts:258 "removes stray top-level text during replace-time block-only cleanup"; .tmp/slate-v2/packages/slate/test/normalization-contract.ts:278 "removes stray top-level text during node-op block-only cleanup"	bun test ./packages/slate/test/normalization-contract.ts -t "removes stray top-level text during replace-time block-only cleanup|removes stray top-level text during node-op block-only cleanup"	Can't delete a text node at the top of a document above a block node	https://github.com/ProseMirror/prosemirror/issues/484	The reported shape starts with a top-level text node above a block. Slate-v2 normalizes editor roots to block nodes and removes stray top-level text, so this is not a valid Slate-v2 delete contract.
[x]	485	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 schema-constrained node deletion owner	constrained block boundary delete proof required		deferred: add schema-constrained/table/figure delete-boundary proof before runtime work	Deleting content-constrained nodes with backspace/delete often doesn't work	https://github.com/ProseMirror/prosemirror/issues/485	Relevant deletion invariant for tables/figures and constrained descendants. Existing table shape tests do not prove the requested whole-node delete fallback when join fails.
[x]	486	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 widget/decoration selection owner	visual/browser widget decoration selection proof required		deferred: add widget-decoration inline-style keyboard-selection browser proof	A Widget decoration with an inline style affects selection changes	https://github.com/ProseMirror/prosemirror/issues/486	Relevant widget-selection pressure, but no exact Slate-v2 proof covers left-arrow movement across an inline/inline-block widget decoration at a block start.
[x]	487	CLOSED	yes	covered-by-existing-test	keep-portable	history-undo-redo	History, undo/redo, transaction grouping	.tmp/slate-v2/packages/slate-history/test/history-contract.ts	Slate history compatibility undo/redo command proof	.tmp/slate-v2/packages/slate-history/test/history-contract.ts:534 routes compatibility undo and redo through history commands	bun test ./packages/slate-history/test/history-contract.ts --test-name-pattern "routes compatibility undo and redo through history commands|undoes inserted text|undo restores|redo preserves|clears redo history"	Command+Shift+z does not trigger redo	https://github.com/ProseMirror/prosemirror/issues/487	Slate-v2 history routes compatibility undo/redo commands; focused Bun test command passed.
[x]	488	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	Documentation for StateField.applyAction is erroneous	https://github.com/ProseMirror/prosemirror/issues/488	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	489	CLOSED	no	invalid-skip	skip	decoration-nodeview-inline-void	Decorations, NodeView, inline/atom/void boundaries	N/A	invalid-skip ProseMirror docs-only issue		N/A: ProseMirror EditorProps documentation mismatch, not a Slate-v2 behavior/API invariant.	Documentation for EditorProps.decorations is erroneous	https://github.com/ProseMirror/prosemirror/issues/489	This is a ProseMirror documentation signature bug for EditorProps.decorations. It does not map to a Slate-v2 runtime or public API contract.
[x]	490	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 native mouse modifier selection owner	raw macOS browser modifier-click proof required		deferred: requires macOS Meta-click node-selection browser proof and customizable modifier API decision	On Mac, metaKey-Mouseclick for node selection has wrong key bindings	https://github.com/ProseMirror/prosemirror/issues/490	Relevant native selection affordance, but current tests do not prove macOS Meta-click node selection or browser context-menu avoidance.
[x]	491	CLOSED	yes	test-written	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 same-editor drag/drop move owner	cross-browser selected-text drag-move proof	.tmp/slate-v2/playwright/integration/examples/plaintext.test.ts:299 "stays interactive after dragging selected plain text"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/plaintext.test.ts --project=chromium --project=firefox --project=webkit --grep "stays interactive after dragging selected plain text"	Dragging and dropping a selection leaves original copies behind	https://github.com/ProseMirror/prosemirror/issues/491	Portable same-editor drag/drop invariant. The fresh plaintext oracle selects `editable`, drags and drops it inside the same editor, verifies the resulting text is `editableThis is plain text...` so the original range was removed rather than copied, then proves follow-up typing and no runtime errors across Chromium, Firefox, and WebKit. This does not claim ProseMirror #1087's separate post-drop expanded-selection invariant.
[x]	492	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	Missing f() function in updateDOMForProps()	https://github.com/ProseMirror/prosemirror/issues/492	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	493	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	Exporting moveForward and moveBackward	https://github.com/ProseMirror/prosemirror/issues/493	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	494	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	npm install fails on Ubuntu 16.04.1	https://github.com/ProseMirror/prosemirror/issues/494	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	495	CLOSED	no	invalid-skip	skip	uncertain-nonportable	Skip: no portable editor invariant detected	N/A	N/A		N/A	exception in eventBelongsToView	https://github.com/ProseMirror/prosemirror/issues/495	Skipped because title/body/comments do not expose a portable Slate-v2 behavior invariant.
[x]	496	CLOSED	yes	test-written	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 keyboard selection/navigation owner	focused browser backward selection proof	.tmp/slate-v2/playwright/integration/examples/plaintext.test.ts:1182 "keeps Shift+ArrowLeft backward selection inside one paragraph"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/plaintext.test.ts --project=chromium --grep "moves ArrowRight and ArrowLeft into a middle empty block|keeps Shift\+ArrowLeft backward selection inside one paragraph|keeps Shift\+ArrowRight cross-block selection on real text"	Backward selection is broken	https://github.com/ProseMirror/prosemirror/issues/496	Portable backward-selection invariant. Added a Chromium paragraph-local Shift+ArrowLeft regression proof and it passed.
[x]	497	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 clipboard and selection browser-matrix owner	split browser clipboard/selection proof matrix required		deferred: split the broad copy/paste/selection report into exact platform proofs before closing	V0.14 / demo website : copy/paste and text selection issues	https://github.com/ProseMirror/prosemirror/issues/497	The issue bundles multiple platform-specific claims: same-editor paste, single-word paste splitting, IE11 double-click crash, and backward selection. Some sub-invariants are covered elsewhere, but this broad row needs split exact proofs before closure.
[x]	498	CLOSED	yes	test-written	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 delete boundary owner	focused package leading-empty Backspace proof	.tmp/slate-v2/packages/slate/test/delete-contract.ts:977 "keeps Backspace at the start of leading empty paragraphs as a no-op"; .tmp/slate-v2/packages/slate/test/delete-contract.ts:937 "removes one preceding empty paragraph at a time on Backspace"	bun test ./packages/slate/test/delete-contract.ts -t "keeps Backspace at the start of leading empty paragraphs as a no-op|keeps marks from deleted text active after Backspace removes the marked run|removes one preceding empty paragraph at a time on Backspace|keeps earlier empty paragraphs when Backspace merges after a space block"	Backspace at beginning of content with empty paragraphs acts as forward-delete	https://github.com/ProseMirror/prosemirror/issues/498	Portable delete-boundary invariant. Added a package no-op proof for Backspace at the first leading empty paragraph and verified it with the existing preceding-empty deletion contract.
[x]	499	CLOSED	yes	deferred-with-owner	defer	decoration-nodeview-inline-void	Decorations, NodeView, inline/atom/void boundaries	Slate-v2 decoration lifecycle/browser DOM owner	decoration removal DOM proof required		deferred: add browser proof that node/range decoration removal updates rendered DOM classes	prosemirror-view 0.14.2 possible decoration issues	https://github.com/ProseMirror/prosemirror/issues/499	Relevant decoration lifecycle pressure. Existing decoration-source unit contracts do not prove browser DOM class removal for a removed node decoration.
[x]	501	CLOSED	no	invalid-skip	skip	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	N/A	invalid-skip ProseMirror API support issue		N/A: skipped as ProseMirror orderedMap API support issue.	get a copy of orderedMap, and update() behavior	https://github.com/ProseMirror/prosemirror/issues/501	orderedMap update/copy behavior is ProseMirror schema infrastructure, not a portable Slate-v2 editor behavior invariant.
