check	issue	state	relevant	closureKind	disposition	cluster	matrixKey	owner	proofKind	exactTest	command	title	url	reason
[x]	2123	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	DOM selection, caret, range, focus, and native movement	raw iOS CJK IME proof lane	deferred iOS CJK native keyboard proof	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:987 commits IME composition inside bold markup; .tmp/slate-v2/playwright/integration/examples/richtext.test.ts:1114 commits IME composition in an empty rich text block	Deferred to raw iOS CJK IME proof lane.	can't enter CJK characters properly	https://github.com/facebook/lexical/issues/2123	Lexical #2123 reports duplicated CJK characters on iOS 15. Slate-v2 has desktop IME coverage, but this exact bug needs raw iOS device proof before closure.
[x]	2127	CLOSED	no	invalid-skip	skip	plate-plugin-policy	Plate-owned rich text/plugin/product policy	N/A	invalid skip		N/A: Lexical developer-tools web extension feature, no Slate-v2 editor invariant.	Feature: Developer Tools Web Extension	https://github.com/facebook/lexical/issues/2127	Lexical #2127 is a developer-tools browser extension project. It is not Slate-v2 editor behavior, API, performance, or robustness.
[x]	2129	CLOSED	yes	covered-by-existing-test	keep-portable	plate-plugin-policy	Plate-owned rich text/plugin/product policy	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts	Slate-v2 toolbar list creation proof	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:3813 runs toolbar block commands on pointerdown; .tmp/slate-v2/playwright/integration/examples/richtext.test.ts:4410 applies toolbar list from browser target even when model selection already has list; .tmp/slate-v2/playwright/integration/examples/richtext.test.ts:4518 toggles an empty paragraph into and out of a toolbar list	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "runs toolbar block commands on pointerdown|applies toolbar list from browser target even when model selection already has list|toggles an empty paragraph into and out of a toolbar list"	Bug: creating lists fails	https://github.com/facebook/lexical/issues/2129	Lexical #2129 reports list creation failing from toolbar commands. Slate-v2 verifies toolbar block commands create numbered/bulleted lists and that empty paragraphs can toggle into and out of lists. Focused Chromium command passed.
[x]	2142	CLOSED	yes	covered-by-existing-test	keep-portable	plate-plugin-policy	Plate-owned rich text/plugin/product policy	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts	Slate-v2 list toggle/escape proof	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:4462 toggles toolbar lists off and converts between list types; .tmp/slate-v2/playwright/integration/examples/richtext.test.ts:4518 toggles an empty paragraph into and out of a toolbar list	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "toggles toolbar lists off and converts between list types|toggles an empty paragraph into and out of a toolbar list"	Bug: Stuck in List after changing blockTypes	https://github.com/facebook/lexical/issues/2142	Lexical #2142 reports getting stuck in a list after changing block types. Slate-v2 verifies list toggling off, converting between list types, and toggling an empty paragraph out of a list. Focused Chromium command passed.
[x]	2150	OPEN	no	invalid-skip	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A		N/A	editor.update tags on empty updates persist sometimes	https://github.com/facebook/lexical/issues/2150	Skipped after full-body pass; no portable Slate/Plate editor robustness invariant matched.
[x]	2153	CLOSED	yes	covered-by-existing-test	keep-portable	collaboration-remote-rebase	Remote/collaborative edit rebasing, selection, and history	.tmp/slate-v2/packages/slate/test/collab-history-runtime-contract.ts	Slate-v2 collaboration runtime contract proof	.tmp/slate-v2/packages/slate/test/collab-history-runtime-contract.ts:85 publishes one commit truth for collab subscribers, extension listeners, and history; .tmp/slate-v2/packages/slate/test/collab-history-runtime-contract.ts:175 replays local operations remotely with deterministic snapshot and metadata; .tmp/slate-v2/packages/slate/test/collab-history-runtime-contract.ts:216 uses typed remote collaboration metadata to skip local undo history	bun test ./packages/slate/test/collab-history-runtime-contract.ts --test-name-pattern "publishes one commit truth|replays local operations remotely|uses typed remote collaboration metadata"	Bug: CollaborationPlugin not working with minimal code example	https://github.com/facebook/lexical/issues/2153	Lexical #2153 reports collaboration failing in a minimal example. Slate-v2 package contracts verify collab commit truth, remote replay, and remote metadata/history behavior. Focused command passed.
[x]	2154	CLOSED	no	invalid-skip	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A		N/A	Multiple images can no longer be selected	https://github.com/facebook/lexical/issues/2154	Skipped after full-body pass; no portable Slate/Plate editor robustness invariant matched.
[x]	2155	CLOSED	yes	covered-by-existing-test	keep-portable	shadow-dom-browser	Shadow DOM and non-document-root browser selection	.tmp/slate-v2/playwright/integration/examples/shadow-dom.test.ts	Slate-v2 shadow DOM editor behavior proof	.tmp/slate-v2/playwright/integration/examples/shadow-dom.test.ts:84 renders slate editor inside nested shadow and edits content; .tmp/slate-v2/playwright/integration/examples/shadow-dom.test.ts:145 keeps shadow DOM ArrowLeft movement model-owned inside the shadow root; .tmp/slate-v2/playwright/integration/examples/shadow-dom.test.ts:185 user can type add a new line in editor inside shadow DOM	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/shadow-dom.test.ts --project=chromium --grep "renders slate editor inside nested shadow and edits content|keeps shadow DOM ArrowLeft movement model-owned inside the shadow root|user can type add a new line in editor inside shadow DOM"	Bug: Lexical is not working in shadow dom	https://github.com/facebook/lexical/issues/2155	Lexical #2155 reports editor breakage in Shadow DOM from document references/styles/interaction. Slate-v2 has browser proofs for nested Shadow DOM rendering, editing, ArrowLeft model ownership, and Enter typing. Focused Chromium command passed.
[x]	2159	CLOSED	yes	deferred-with-owner	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 markdown image URL escaping owner	deferred markdown image URL round-trip escaping		Deferred to Slate-v2 markdown image URL escaping owner.	Bug: Image URLs that contain markdown formatting don't get parsed correctly when converting to/from markdown 	https://github.com/facebook/lexical/issues/2159	Lexical #2159 reports markdown formatting characters inside image URLs being parsed incorrectly during markdown round-trip. Slate-v2 needs an exact markdown image URL escaping proof before closure.
[x]	2161	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: error replacing a TextNode for a DecoratorNode	https://github.com/facebook/lexical/issues/2161	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	2163	CLOSED	no	invalid-skip	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A		N/A	Feature: Intercept, validate, and potentially reject an update	https://github.com/facebook/lexical/issues/2163	Skipped as support-question-discussion; no title/label-level portable editor invariant.
[x]	2164	CLOSED	no	invalid-skip	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A		N/A	Feature: Readonly editor with state updates & listeners	https://github.com/facebook/lexical/issues/2164	Skipped as support-question-discussion; no title/label-level portable editor invariant.
[x]	2168	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: If `placeholder` exists, the first character entered will be selected.	https://github.com/facebook/lexical/issues/2168	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	2169	CLOSED	no	invalid-skip	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A		N/A	Question : logic of lexical	https://github.com/facebook/lexical/issues/2169	Skipped as support-question-discussion; no title/label-level portable editor invariant.
[x]	2180	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: TextNode with inert mode has unexpected behavior	https://github.com/facebook/lexical/issues/2180	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	2186	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: PlainTextPlugin initialEditorState string throws error	https://github.com/facebook/lexical/issues/2186	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	2190	CLOSED	yes	covered-by-existing-test	keep-portable	plate-plugin-policy	Plate-owned rich text/plugin/product policy	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts	Slate-v2 clear formatting behavior proof	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:297 clears selected rich text formatting without dropping semantic blocks	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "clears selected rich text formatting without dropping semantic blocks"	Feature: Add a "Clear formatting" button to the Playground	https://github.com/facebook/lexical/issues/2190	Lexical #2190 asks for a clear-formatting control. Slate-v2 richtext verifies selected rich text formatting can be cleared without dropping semantic blocks. Focused Chromium command passed.
[x]	2192	CLOSED	yes	covered-by-existing-test	keep-portable	plate-plugin-policy	Plate-owned rich text/plugin/product policy	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts	Slate-v2 link/list import proof	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:912 imports noisy link in list HTML without losing the link; .tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:1037 imports compact nested list variants from rich HTML paste	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "imports noisy link in list HTML without losing the link|imports compact nested list variants from rich HTML paste"	createNodeFromParse: type "link" + type "list" not found	https://github.com/facebook/lexical/issues/2192	Lexical #2192 reports link/list nodes not found when displaying saved content. Slate-v2 verifies importing noisy links inside lists and compact nested list variants without losing the link/list structure. Focused Chromium command passed.
