number	state	disposition	cluster	matrixKey	owner	proofKind	action	command	title	url
2498	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: When removing an italic/underline/strikethrough style from multiple paragraphs, the style change is visually applied but not reflected in the selection state	https://github.com/facebook/lexical/issues/2498
2499	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned/split-raw-invariant-if-needed	select Plate package/example owner before applying	Bug: I have problem dispatch command bold & italic doesn't work with old version reactjs 16.13.1	https://github.com/facebook/lexical/issues/2499
2500	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Feature: Export `createEmptyEditorState` and other LexicalEditorState functions	https://github.com/facebook/lexical/issues/2500
2503	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: Pasting nested lists doesn't work	https://github.com/facebook/lexical/issues/2503
2512	CLOSED	keep-portable	void-decoration-atom	Void, decorator, image, mention, token, and inline atom boundaries	.tmp/slate-v2/playwright/integration/examples/editable-voids.test.ts; .tmp/slate-v2/playwright/integration/examples/mentions.test.ts	browser atom/void keyboard, paste, and IME proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/editable-voids.test.ts --project=chromium --grep "void|decorator|image|mention|Enter|Arrow"	Feature: Support for inline image nodes	https://github.com/facebook/lexical/issues/2512
2516	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Feature: Methods that return ReactNodes from editor, such as $generateHtmlFromNodes	https://github.com/facebook/lexical/issues/2516
2520	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned/split-raw-invariant-if-needed	select Plate package/example owner before applying	Bug: Can't type text between link and text nodes after removing space	https://github.com/facebook/lexical/issues/2520
2521	CLOSED	defer	mobile-device-keyboard	Raw mobile keyboard, tap, selection, and IME	raw mobile device proof lane	raw Android/iOS device proof	defer	bun test:mobile-device-proof:raw	Bug: Resizing is not consistent on mobile	https://github.com/facebook/lexical/issues/2521
2523	CLOSED	keep-portable	void-decoration-atom	Void, decorator, image, mention, token, and inline atom boundaries	.tmp/slate-v2/playwright/integration/examples/editable-voids.test.ts; .tmp/slate-v2/playwright/integration/examples/mentions.test.ts	browser atom/void keyboard, paste, and IME proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/editable-voids.test.ts --project=chromium --grep "void|decorator|image|mention|Enter|Arrow"	formatText crashes when image is first node	https://github.com/facebook/lexical/issues/2523
2525	CLOSED	defer	large-doc-performance	Large document, transform, memory, and freeze performance	slate-ar-fast/slate-ar-perf benchmark target owner	benchmark with correctness guardrails	defer-to-benchmark-target	create or select a benchmark target before runtime optimization	Bug: Line numbers disappear when a large block of code is pasted	https://github.com/facebook/lexical/issues/2525
2526	CLOSED	defer	mobile-device-keyboard	Raw mobile keyboard, tap, selection, and IME	raw mobile device proof lane	raw Android/iOS device proof	defer	bun test:mobile-device-proof:raw	Bug: Image Resizer clunky on mobile view	https://github.com/facebook/lexical/issues/2526
2528	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: importing a type from package lexical breaks tsc	https://github.com/facebook/lexical/issues/2528
2531	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned/split-raw-invariant-if-needed	select Plate package/example owner before applying	Bug: Horizontal Rule removed from backspace on next line	https://github.com/facebook/lexical/issues/2531
2535	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Consider adding DecoratorTransformer to Markdown API	https://github.com/facebook/lexical/issues/2535
2536	CLOSED	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A	skip	N/A	Feature: Ensure the type passed to `createCommand` is retained, inferred, and enforced	https://github.com/facebook/lexical/issues/2536
2538	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: Deleting partial selection with link turns the following text into link	https://github.com/facebook/lexical/issues/2538
2541	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: Pasting markdown table creates a duplicate code node	https://github.com/facebook/lexical/issues/2541
2542	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: dot when pressing space key	https://github.com/facebook/lexical/issues/2542
2543	CLOSED	keep-portable	void-decoration-atom	Void, decorator, image, mention, token, and inline atom boundaries	.tmp/slate-v2/playwright/integration/examples/editable-voids.test.ts; .tmp/slate-v2/playwright/integration/examples/mentions.test.ts	browser atom/void keyboard, paste, and IME proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/editable-voids.test.ts --project=chromium --grep "void|decorator|image|mention|Enter|Arrow"	Feature: Type at the start and end of inline ElementNode [ex: link]	https://github.com/facebook/lexical/issues/2543
2546	CLOSED	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A	skip	N/A	Feature: Customizable language support for `@lexical/code`	https://github.com/facebook/lexical/issues/2546
2552	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: Text with 'underline' format is stripped out on paste	https://github.com/facebook/lexical/issues/2552
2557	CLOSED	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A	skip	N/A	Feature: Improve $wrapLeafNodesInElements's input parameter `createElement`	https://github.com/facebook/lexical/issues/2557
2559	CLOSED	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A	skip	N/A	Feature: Improve serialization flexibility of built-in nodes.	https://github.com/facebook/lexical/issues/2559
2563	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Feature: Dark Mode for Lexical Playground	https://github.com/facebook/lexical/issues/2563
2564	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: Markdown code node importing is hardcoded	https://github.com/facebook/lexical/issues/2564
2565	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Some modules are not resolved in Yarn PnP mode.	https://github.com/facebook/lexical/issues/2565
2568	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Feature: Has register command MOVE_TO* in rich text module	https://github.com/facebook/lexical/issues/2568
2569	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: Selection gets wrong after link created	https://github.com/facebook/lexical/issues/2569
2575	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: In an editable EditorState after Parsed, typing will create a new TextNode instead of continuing with the last TextNode	https://github.com/facebook/lexical/issues/2575
2576	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: export function for TextMatchTransformer / text-match doesn't get triggered for TextNode's	https://github.com/facebook/lexical/issues/2576
2577	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Windows Chrome 50 keyboard input text node not work	https://github.com/facebook/lexical/issues/2577
2586	CLOSED	skip	lexical-api-ontology	Skip: lexical-api-ontology	N/A	N/A	skip	N/A	Feature: Add toHTML on EditorState object	https://github.com/facebook/lexical/issues/2586
2587	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Feature: serialize EditorState to HTML in read-only mode	https://github.com/facebook/lexical/issues/2587
2589	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: Pasting text which cause NodeTransform might result in error	https://github.com/facebook/lexical/issues/2589
2590	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Port insert list logic to `lexical/list`	https://github.com/facebook/lexical/issues/2590
